file,scope,A1_dupcorrect,A2_xlinks,A3_parity,A4_balance,A5_sections,B6_freshness,B7_code,C9_load,notes
monitoring/prometheus-grafana-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q31,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q32,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q33,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q34,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q35,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q36,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q37,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q38,PASS,PASS,,,PASS,OK,OK,,
monitoring/prometheus-grafana-interview,Q39,PASS,PASS,,,PASS,OK,fixed,,
performance/application-profiling-interview,FILE,,PASS,PASS,A11+B11+C10+D10,,OK,OK,LOAD-OK,
performance/application-profiling-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q31,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q32,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q33,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q34,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q35,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q36,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q37,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q38,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q39,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q40,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q41,PASS,PASS,,,PASS,OK,OK,,
performance/application-profiling-interview,Q42,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,FILE,,PASS,PASS,A6+B6+C6+D5,,OK,OK,LOAD-OK,
performance/caching-performance-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
performance/caching-performance-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,FILE,,PASS,PASS,A7+B7+C7+D6,,OK,OK,LOAD-OK,
performance/database-performance-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
performance/database-performance-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,FILE,,PASS,PASS,A10+B10+C9+D9,,OK,OK,LOAD-OK,
performance/jvm-performance-tuning-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q31,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q32,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q33,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q34,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q35,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q36,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q37,PASS,PASS,,,PASS,OK,OK,,
performance/jvm-performance-tuning-interview,Q38,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,FILE,,PASS,PASS,A10+B10+C10+D9,,OK,OK,LOAD-OK,
performance/memory-management-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q31,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q32,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q33,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q34,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q35,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q36,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q37,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q38,PASS,PASS,,,PASS,OK,OK,,
performance/memory-management-interview,Q39,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,FILE,,PASS,PASS,A6+B6+C6+D6,,FIXED:1,OK,LOAD-OK,
performance/network-performance-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q16,PASS,PASS,,,PASS,fixed,OK,,
performance/network-performance-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
performance/network-performance-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,FILE,,PASS,PASS,A11+B11+C10+D10,,OK,OK,LOAD-OK,
performance/performance-testing-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q31,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q32,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q33,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q34,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q35,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q36,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q37,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q38,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q39,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q40,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q41,PASS,PASS,,,PASS,OK,OK,,
performance/performance-testing-interview,Q42,PASS,PASS,,,PASS,OK,OK,,
preparation/interview-preparation,FILE,,PASS,NO_SEEDER,N/A,,FIXED:1,OK,N/A,
programming-languages/go/go-concurrency-interview,FILE,,BROKEN 1,PASS,A9+B9+C9+D8,,FIXED:1,OK,LOAD-OK,md-bad-links: go-concurrency(no-file)
programming-languages/go/go-concurrency-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q5,PASS,PASS,,,PASS,fixed,OK,,
programming-languages/go/go-concurrency-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q27,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q28,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q29,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q30,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q31,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q32,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q33,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q34,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-concurrency-interview,Q35,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,FILE,,BROKEN 1,PASS,A7+B7+C6+D6,,OK,OK,LOAD-OK,md-bad-links: go-generics(no-file)
programming-languages/go/go-generics-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q11,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q12,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q13,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q14,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q15,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q16,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q17,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q18,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q19,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q20,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q21,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q22,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q23,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q24,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q25,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-generics-interview,Q26,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-interview,FILE,,BROKEN 1,PASS,A9+B9+C9+D9,,OK,OK,LOAD-OK,md-bad-links: go-basics(no-file)
programming-languages/go/go-interview,Q1,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-interview,Q2,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-interview,Q3,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-interview,Q4,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-interview,Q5,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-interview,Q6,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-interview,Q7,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-interview,Q8,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-interview,Q9,PASS,PASS,,,PASS,OK,OK,,
programming-languages/go/go-interview,Q10,PASS,PASS,,,PASS,OK,OK,,
